timestamp;akkuLadestand;solarleistung;hausabgabe;netzbezug;akkuLadung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-02-10T00:00:00;268.0;0.0;0.0;208.0;0.0;208.0;0.0;0.0;0.0;0;208.0;208.0;208.0;0.0;426;268.0
2026-02-10T00:04:21.811198;268.0;0.0;0.0;210.0;0.0;210.0;0.0;0.0;0.0;0.0;0;210.0;0.0;210.0;426;426
2026-02-10T00:09:26.809186;268.0;0.0;0.0;187.0;0.0;187.0;0.0;0.0;0.0;0.0;0;187.0;0.0;187.0;426;426.0
2026-02-10T00:14:26.803272;268.0;0.0;0.0;188.0;0.0;188.0;0.0;0.0;0.0;0.0;0;188.0;0.0;188.0;426;426.0
2026-02-10T00:19:41.810129;268.0;0.0;0.0;189.0;0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;426;426.0
2026-02-10T00:24:41.808906;268.0;0.0;0.0;211.0;0.0;211.0;0.0;0.0;0.0;0.0;0;211.0;0.0;211.0;426;426.0
2026-02-10T00:29:46.816307;268.0;0.0;0.0;212.0;0.0;212.0;0.0;0.0;0.0;0.0;0;212.0;0.0;212.0;426;426.0
2026-02-10T00:34:46.802883;268.0;0.0;0.0;204.0;0.0;204.0;0.0;0.0;0.0;0.0;0;204.0;0.0;204.0;426;426.0
2026-02-10T00:39:50.812267;268.0;0.0;0.0;200.0;0.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;426;426.0
2026-02-10T00:44:50.813375;268.0;0.0;0.0;198.0;0.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;426;426.0
2026-02-10T00:49:54.804507;268.0;0.0;0.0;196.0;0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;426;426.0
2026-02-10T00:54:54.821753;268.0;0.0;0.0;195.0;0.0;195.0;0.0;0.0;0.0;0.0;0;195.0;0.0;195.0;426;426.0
2026-02-10T00:59:58.803507;268.0;0.0;0.0;193.0;0.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;426;426.0
2026-02-10T01:04:58.837978;268.0;0.0;0.0;177.0;0.0;177.0;0.0;0.0;0.0;0.0;0;177.0;0.0;177.0;426;426.0
2026-02-10T01:10:03.817962;268.0;0.0;0.0;176.0;0.0;176.0;0.0;0.0;0.0;0.0;0;176.0;0.0;176.0;426;426.0
2026-02-10T01:15:03.813352;268.0;0.0;0.0;174.0;0.0;174.0;0.0;0.0;0.0;0.0;0;174.0;0.0;174.0;426;426.0
2026-02-10T01:35:23.801264;268.0;0.0;0.0;175.0;0.0;175.0;0.0;0.0;0.0;0.0;0;175.0;0.0;175.0;426;426.0
