timestamp;solarleistung_pv4;hausabgabe;netzeinspeisung;solarleistung_pv2;solarleistung_pv1;solarleistung;solarleistung_pv3;netzbezug;akkuLadestand;akkuLadung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-04-13T00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;213.0;268.0;0.0;213.0;0;0;0;0;213.0;213.0;213.0;0.0;426;268.0
2026-04-13T00:04:41.743932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;190.0;268.0;0.0;190.0;0;0;0;0;0;190.0;0;190.0;426;426
2026-04-13T00:09:41.718114;0.0;0.0;0.0;0.0;0.0;0.0;0.0;191.0;268.0;0.0;191.0;0;0;0;0;0;191.0;0;191.0;426;426.0
2026-04-13T00:14:46.721990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;211.0;268.0;0.0;211.0;0;0;0;0;0;211.0;0;211.0;426;426.0
2026-04-13T00:19:46.724472;0.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;268.0;0.0;205.0;0;0;0;0;0;205.0;0;205.0;426;426.0
2026-04-13T00:29:51.723529;0.0;0.0;0.0;0.0;0.0;0.0;0.0;212.0;268.0;0.0;212.0;0;0;0;0;0;212.0;0;212.0;426;426.0
2026-04-13T00:34:56.733729;0.0;0.0;0.0;0.0;0.0;0.0;0.0;209.0;268.0;0.0;209.0;0;0;0;0;0;209.0;0;209.0;426;426.0
2026-04-13T00:36:56.727275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;211.0;268.0;0.0;211.0;0;0;0;0;0;211.0;0;211.0;426;426.0
2026-04-13T00:37:56.724804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;212.0;268.0;0.0;212.0;0;0;0;0;0;212.0;0;212.0;426;426.0
2026-04-13T00:38:56.718524;0.0;0.0;0.0;0.0;0.0;0.0;0.0;211.0;268.0;0.0;211.0;0;0;0;0;0;211.0;0;211.0;426;426.0
2026-04-13T00:39:56.730786;0.0;0.0;0.0;0.0;0.0;0.0;0.0;210.0;268.0;0.0;210.0;0;0;0;0;0;210.0;0;210.0;426;426.0
2026-04-13T00:40:56.719145;0.0;0.0;0.0;0.0;0.0;0.0;0.0;209.0;268.0;0.0;209.0;0;0;0;0;0;209.0;0;209.0;426;426.0
2026-04-13T00:42:01.113757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;207.0;268.0;0.0;207.0;0;0;0;0;0;207.0;0;207.0;426;426.0
2026-04-13T00:45:01.738009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;208.0;268.0;0.0;208.0;0;0;0;0;0;208.0;0;208.0;426;426.0
2026-04-13T00:50:01.732844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;268.0;0.0;205.0;0;0;0;0;0;205.0;0;205.0;426;426.0
2026-04-13T00:55:06.750413;0.0;0.0;0.0;0.0;0.0;0.0;0.0;228.0;268.0;0.0;228.0;0;0;0;0;0;228.0;0;228.0;426;426.0
2026-04-13T01:00:07.667059;0.0;0.0;0.0;0.0;0.0;0.0;0.0;223.0;268.0;0.0;223.0;0;0;0;0;0;223.0;0;223.0;426;426.0
