timestamp;hausabgabe;akkuEntladung;akkuLadung;solarleistung;netzbezug;akkuLadestand;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-07T23:00:00+00:00;0.0;-0.0;0.0;0.0;186.0;268.0;186.0;0.0;0.0;0.0;0;186.0;186.0;186.0;0.0;536;268.0
2025-12-07T23:04:31.237000+00:00;0.0;-0.0;0.0;0.0;184.0;268.0;184.0;0.0;0.0;0.0;0.0;0;184.0;0.0;184.0;536;536
2025-12-07T23:09:31.248000+00:00;0.0;-0.0;0.0;0.0;203.0;268.0;203.0;0.0;0.0;0.0;0.0;0;203.0;0.0;203.0;536;536.0
2025-12-07T23:13:56.234000+00:00;0.0;-0.0;0.0;0.0;181.0;268.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;536;536.0
2025-12-07T23:19:56.244000+00:00;0.0;-0.0;0.0;0.0;203.0;268.0;203.0;0.0;0.0;0.0;0.0;0;203.0;0.0;203.0;536;536.0
2025-12-07T23:24:21.242000+00:00;0.0;-0.0;0.0;0.0;206.0;268.0;206.0;0.0;0.0;0.0;0.0;0;206.0;0.0;206.0;536;536.0
2025-12-07T23:29:21.243000+00:00;0.0;-0.0;0.0;0.0;205.0;268.0;205.0;0.0;0.0;0.0;0.0;0;205.0;0.0;205.0;536;536.0
2025-12-07T23:34:46.249000+00:00;0.0;-0.0;0.0;0.0;202.0;268.0;202.0;0.0;0.0;0.0;0.0;0;202.0;0.0;202.0;536;536.0
2025-12-07T23:39:46.233000+00:00;0.0;-0.0;0.0;0.0;200.0;268.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;536;536.0
2025-12-07T23:44:11.241000+00:00;0.0;-0.0;0.0;0.0;198.0;268.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-07T23:49:11.228000+00:00;0.0;-0.0;0.0;0.0;208.0;268.0;208.0;0.0;0.0;0.0;0.0;0;208.0;0.0;208.0;536;536.0
2025-12-07T23:54:36.233000+00:00;0.0;-0.0;0.0;0.0;182.0;268.0;182.0;0.0;0.0;0.0;0.0;0;182.0;0.0;182.0;536;536.0
2025-12-07T23:56:36.229000+00:00;0.0;-0.0;0.0;0.0;185.0;268.0;185.0;0.0;0.0;0.0;0.0;0;185.0;0.0;185.0;536;536.0
2025-12-07T23:57:36.228000+00:00;0.0;-0.0;0.0;0.0;184.0;268.0;184.0;0.0;0.0;0.0;0.0;0;184.0;0.0;184.0;536;536.0
2025-12-07T23:58:36.227000+00:00;0.0;-0.0;0.0;0.0;181.0;268.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;536;536.0
2025-12-07T23:59:36.234000+00:00;0.0;-0.0;0.0;0.0;179.0;268.0;179.0;0.0;0.0;0.0;0.0;0;179.0;0.0;179.0;536;536.0
2025-12-08T00:10:01.240000+00:00;0.0;-0.0;0.0;0.0;180.0;268.0;180.0;0.0;0.0;0.0;0.0;0;180.0;0.0;180.0;536;536.0
2025-12-08T00:14:26.252000+00:00;0.0;-0.0;0.0;0.0;202.0;268.0;202.0;0.0;0.0;0.0;0.0;0;202.0;0.0;202.0;536;536.0
2025-12-08T00:19:26.245000+00:00;0.0;-0.0;0.0;0.0;197.0;268.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-08T00:24:51.250000+00:00;0.0;-0.0;0.0;0.0;194.0;268.0;194.0;0.0;0.0;0.0;0.0;0;194.0;0.0;194.0;536;536.0
2025-12-08T00:29:51.258000+00:00;0.0;-0.0;0.0;0.0;193.0;268.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;536;536.0
2025-12-08T00:35:16.247000+00:00;0.0;-0.0;0.0;0.0;192.0;268.0;192.0;0.0;0.0;0.0;0.0;0;192.0;0.0;192.0;536;536.0
2025-12-08T00:40:16.233000+00:00;0.0;-0.0;0.0;0.0;172.0;268.0;172.0;0.0;0.0;0.0;0.0;0;172.0;0.0;172.0;536;536.0
2025-12-08T00:49:41.232000+00:00;0.0;-0.0;0.0;0.0;173.0;268.0;173.0;0.0;0.0;0.0;0.0;0;173.0;0.0;173.0;536;536.0
2025-12-08T00:55:06.352000+00:00;0.0;-0.0;0.0;0.0;204.0;268.0;204.0;0.0;0.0;0.0;0.0;0;204.0;0.0;204.0;536;536.0
2025-12-08T01:00:06.237000+00:00;0.0;-0.0;0.0;0.0;175.0;268.0;175.0;0.0;0.0;0.0;0.0;0;175.0;0.0;175.0;536;536.0
2025-12-08T01:05:31.400000+00:00;0.0;-0.0;0.0;0.0;174.0;268.0;174.0;0.0;0.0;0.0;0.0;0;174.0;0.0;174.0;536;536.0
2025-12-08T01:10:31.237000+00:00;0.0;-0.0;0.0;0.0;182.0;268.0;182.0;0.0;0.0;0.0;0.0;0;182.0;0.0;182.0;536;536.0
2025-12-08T01:15:56.364000+00:00;0.0;-0.0;0.0;0.0;204.0;268.0;204.0;0.0;0.0;0.0;0.0;0;204.0;0.0;204.0;536;536.0
2025-12-08T01:19:56.239000+00:00;0.0;-0.0;0.0;0.0;199.0;268.0;199.0;0.0;0.0;0.0;0.0;0;199.0;0.0;199.0;536;536.0
2025-12-08T01:24:56.279000+00:00;0.0;-0.0;0.0;0.0;200.0;268.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;536;536.0
2025-12-08T01:30:21.232000+00:00;0.0;-0.0;0.0;0.0;201.0;268.0;201.0;0.0;0.0;0.0;0.0;0;201.0;0.0;201.0;536;536.0
2025-12-08T01:35:21.259000+00:00;0.0;-0.0;0.0;0.0;196.0;268.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-08T01:40:46.239000+00:00;0.0;-0.0;0.0;0.0;203.0;268.0;203.0;0.0;0.0;0.0;0.0;0;203.0;0.0;203.0;536;536.0
2025-12-08T01:45:46.244000+00:00;0.0;-0.0;0.0;0.0;198.0;268.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-08T01:50:11.387000+00:00;0.0;-0.0;0.0;0.0;175.0;268.0;175.0;0.0;0.0;0.0;0.0;0;175.0;0.0;175.0;536;536.0
2025-12-08T02:00:36.302000+00:00;0.0;-0.0;0.0;0.0;188.0;268.0;188.0;0.0;0.0;0.0;0.0;0;188.0;0.0;188.0;536;536.0
2025-12-08T02:05:36.245000+00:00;0.0;-0.0;0.0;0.0;198.0;268.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-08T02:11:01.251000+00:00;0.0;-0.0;0.0;0.0;199.0;268.0;199.0;0.0;0.0;0.0;0.0;0;199.0;0.0;199.0;536;536.0
2025-12-08T02:16:01.238000+00:00;0.0;-0.0;0.0;0.0;196.0;268.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-08T02:20:26.236000+00:00;0.0;-0.0;0.0;0.0;200.0;268.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;536;536.0
2025-12-08T02:25:26.253000+00:00;0.0;-0.0;0.0;0.0;203.0;268.0;203.0;0.0;0.0;0.0;0.0;0;203.0;0.0;203.0;536;536.0
2025-12-08T02:30:51.248000+00:00;0.0;-0.0;0.0;0.0;200.0;268.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;536;536.0
2025-12-08T02:35:51.259000+00:00;0.0;-0.0;0.0;0.0;177.0;268.0;177.0;0.0;0.0;0.0;0.0;0;177.0;0.0;177.0;536;536.0
2025-12-08T02:50:42.254000+00:00;0.0;-0.0;0.0;0.0;175.0;268.0;175.0;0.0;0.0;0.0;0.0;0;175.0;0.0;175.0;536;536.0
2025-12-08T02:55:42.254000+00:00;0.0;-0.0;0.0;0.0;172.0;268.0;172.0;0.0;0.0;0.0;0.0;0;172.0;0.0;172.0;536;536.0
2025-12-08T03:06:07.289000+00:00;0.0;-0.0;0.0;0.0;192.0;268.0;192.0;0.0;0.0;0.0;0.0;0;192.0;0.0;192.0;536;536.0
2025-12-08T03:11:32.323000+00:00;0.0;-0.0;0.0;0.0;194.0;268.0;194.0;0.0;0.0;0.0;0.0;0;194.0;0.0;194.0;536;536.0
2025-12-08T03:21:57.244000+00:00;0.0;-0.0;0.0;0.0;216.0;268.0;216.0;0.0;0.0;0.0;0.0;0;216.0;0.0;216.0;536;536.0
2025-12-08T03:25:57.237000+00:00;0.0;-0.0;0.0;0.0;191.0;268.0;191.0;0.0;0.0;0.0;0.0;0;191.0;0.0;191.0;536;536.0
2025-12-08T03:36:22.252000+00:00;0.0;-0.0;0.0;0.0;193.0;268.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;536;536.0
2025-12-08T03:41:47.416000+00:00;0.0;-0.0;0.0;0.0;175.0;268.0;175.0;0.0;0.0;0.0;0.0;0;175.0;0.0;175.0;536;536.0
2025-12-08T03:45:47.263000+00:00;0.0;-0.0;0.0;0.0;174.0;268.0;174.0;0.0;0.0;0.0;0.0;0;174.0;0.0;174.0;536;536.0
2025-12-08T03:50:47.254000+00:00;0.0;-0.0;0.0;0.0;172.0;268.0;172.0;0.0;0.0;0.0;0.0;0;172.0;0.0;172.0;536;536.0
2025-12-08T03:56:12.237000+00:00;0.0;-0.0;0.0;0.0;173.0;268.0;173.0;0.0;0.0;0.0;0.0;0;173.0;0.0;173.0;536;536.0
2025-12-08T04:01:12.258000+00:00;0.0;-0.0;0.0;0.0;198.0;268.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-08T04:06:37.237000+00:00;0.0;-0.0;0.0;0.0;196.0;268.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-08T04:11:37.246000+00:00;0.0;-0.0;0.0;0.0;195.0;268.0;195.0;0.0;0.0;0.0;0.0;0;195.0;0.0;195.0;536;536.0
2025-12-08T04:16:02.235000+00:00;0.0;-0.0;0.0;0.0;194.0;268.0;194.0;0.0;0.0;0.0;0.0;0;194.0;0.0;194.0;536;536.0
2025-12-08T04:21:02.260000+00:00;0.0;-0.0;0.0;0.0;197.0;268.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-08T04:26:27.232000+00:00;0.0;-0.0;0.0;0.0;174.0;268.0;174.0;0.0;0.0;0.0;0.0;0;174.0;0.0;174.0;536;536.0
2025-12-08T04:31:27.229000+00:00;0.0;-0.0;0.0;0.0;173.0;268.0;173.0;0.0;0.0;0.0;0.0;0;173.0;0.0;173.0;536;536.0
