timestamp;hausabgabe;solarleistung;akkuLadestand;netzbezug;akkuLadung;akkuEntladung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-06T23:00:00+00:00;0.0;0.0;268.0;189.0;0.0;-0.0;189.0;0.0;0.0;0.0;0;189.0;189.0;189.0;0.0;536;268.0
2025-12-06T23:00:22.495000+00:00;0.0;0.0;268.0;188.0;0.0;-0.0;188.0;0.0;0.0;0.0;0.0;0;188.0;0.0;188.0;536;536
2025-12-06T23:04:22.494000+00:00;0.0;0.0;268.0;170.0;0.0;-0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;536;536.0
2025-12-06T23:09:48.718000+00:00;0.0;0.0;268.0;169.0;0.0;-0.0;169.0;0.0;0.0;0.0;0.0;0;169.0;0.0;169.0;536;536.0
2025-12-06T23:20:15.381000+00:00;0.0;0.0;268.0;170.0;0.0;-0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;536;536.0
2025-12-06T23:25:15.497000+00:00;0.0;0.0;268.0;168.0;0.0;-0.0;168.0;0.0;0.0;0.0;0.0;0;168.0;0.0;168.0;536;536.0
2025-12-06T23:30:41.395000+00:00;0.0;0.0;268.0;171.0;0.0;-0.0;171.0;0.0;0.0;0.0;0.0;0;171.0;0.0;171.0;536;536.0
2025-12-06T23:34:41.487000+00:00;0.0;0.0;268.0;170.0;0.0;-0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;536;536.0
2025-12-06T23:39:41.512000+00:00;0.0;0.0;268.0;181.0;0.0;-0.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;536;536.0
2025-12-06T23:45:07.479000+00:00;0.0;0.0;268.0;200.0;0.0;-0.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;536;536.0
2025-12-06T23:50:07.485000+00:00;0.0;0.0;268.0;198.0;0.0;-0.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-06T23:55:33.491000+00:00;0.0;0.0;268.0;202.0;0.0;-0.0;202.0;0.0;0.0;0.0;0.0;0;202.0;0.0;202.0;536;536.0
2025-12-07T00:00:33.481000+00:00;0.0;0.0;268.0;206.0;0.0;-0.0;206.0;0.0;0.0;0.0;0.0;0;206.0;0.0;206.0;536;536.0
2025-12-07T00:04:59.480000+00:00;0.0;0.0;268.0;225.0;0.0;-0.0;225.0;0.0;0.0;0.0;0.0;0;225.0;0.0;225.0;536;536.0
2025-12-07T00:09:59.481000+00:00;0.0;0.0;268.0;191.0;0.0;-0.0;191.0;0.0;0.0;0.0;0.0;0;191.0;0.0;191.0;536;536.0
2025-12-07T00:15:25.489000+00:00;0.0;0.0;268.0;195.0;0.0;-0.0;195.0;0.0;0.0;0.0;0.0;0;195.0;0.0;195.0;536;536.0
2025-12-07T00:20:25.484000+00:00;0.0;0.0;268.0;170.0;0.0;-0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;536;536.0
2025-12-07T00:24:51.490000+00:00;0.0;0.0;268.0;171.0;0.0;-0.0;171.0;0.0;0.0;0.0;0.0;0;171.0;0.0;171.0;536;536.0
