timestamp;hausabgabe;solarleistung_pv2;solarleistung_pv4;akkuLadung;akkuLadestand;solarleistung_pv1;netzeinspeisung;solarleistung;netzbezug;solarleistung_pv3;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-03-18T00:00:00;;;;0.0;;;;;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;426;0
2026-03-18T07:22:07.554472;;;;0.0;;;;121.0;;;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1210.6261111607112;426
2026-03-18T07:22:07.556059;;;;0.0;;25.0;;121.0;;;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1210.6261581006445;426.0
2026-03-18T07:22:07.557471;;26.0;;0.0;;25.0;;121.0;;;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1210.6261998644668;426.0
2026-03-18T07:22:07.559182;;26.0;;0.0;;25.0;;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1210.6262504720446;426.0
2026-03-18T07:22:07.560825;;26.0;28.0;0.0;;25.0;;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1210.6262990683335;426.0
2026-03-18T07:22:07.570401;121.0;26.0;28.0;0.0;;25.0;;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1210.6265823051335;426.0
2026-03-18T07:22:07.577966;121.0;26.0;28.0;0.0;268.0;25.0;;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1210.6268060610223;426.0
2026-03-18T07:22:07.583960;121.0;26.0;28.0;0.0;268.0;25.0;0.0;121.0;;42.0;;121.0;0.0;121.0;0;0.0;0.0;0.0;0.0;1210.6269833502224;426.0
2026-03-18T07:22:07.585429;121.0;26.0;28.0;0.0;268.0;25.0;0.0;121.0;77.0;42.0;198.0;121.0;121.0;0.0;0;77.0;77.0;198.0;0.0;1210.6269384641114;426.0
2026-03-18T07:23:08.086457;121.0;26.0;28.0;0.0;268.0;25.0;0.0;141.0;77.0;42.0;198.0;141.0;141.0;0.0;0;57.0;57.0;198.0;0.0;1209.258462830778;426.0
2026-03-18T07:23:08.087546;121.0;26.0;28.0;0.0;268.0;30.0;0.0;141.0;77.0;42.0;198.0;141.0;141.0;0.0;0;57.0;57.0;198.0;0.0;1209.258438198635;426.0
2026-03-18T07:23:08.090585;121.0;32.0;28.0;0.0;268.0;30.0;0.0;141.0;77.0;42.0;198.0;141.0;141.0;0.0;0;57.0;57.0;198.0;0.0;1209.2583694593493;426.0
2026-03-18T07:23:08.092160;121.0;32.0;28.0;0.0;268.0;30.0;0.0;141.0;77.0;47.0;198.0;141.0;141.0;0.0;0;57.0;57.0;198.0;0.0;1209.2583338343493;426.0
2026-03-18T07:23:08.093369;121.0;32.0;32.0;0.0;268.0;30.0;0.0;141.0;77.0;47.0;198.0;141.0;141.0;0.0;0;57.0;57.0;198.0;0.0;1209.2583064879207;426.0
2026-03-18T07:23:08.099815;141.0;32.0;32.0;0.0;268.0;30.0;0.0;141.0;77.0;47.0;218.0;141.0;141.0;0.0;0;77.0;77.0;218.0;0.0;1209.2581095268094;426.0
2026-03-18T07:23:08.106327;141.0;32.0;32.0;0.0;268.0;30.0;0.0;141.0;77.0;47.0;218.0;141.0;141.0;0.0;0;77.0;77.0;218.0;0.0;1209.2579105490317;426.0
2026-03-18T07:23:08.110300;141.0;32.0;32.0;0.0;268.0;30.0;0.0;141.0;77.0;47.0;218.0;141.0;141.0;0.0;0;77.0;77.0;218.0;0.0;1209.2577891518094;426.0
2026-03-18T07:23:08.111557;141.0;32.0;32.0;0.0;268.0;30.0;0.0;141.0;62.0;47.0;203.0;141.0;141.0;0.0;0;62.0;62.0;203.0;0.0;1209.257758225619;426.0
2026-03-18T07:28:08.813110;141.0;32.0;32.0;0.0;268.0;30.0;0.0;177.0;62.0;47.0;203.0;177.0;177.0;0.0;0;26.0;26.0;203.0;0.0;1206.1552818851428;426.0
