timestamp;hausabgabe;solarleistung_pv2;solarleistung_pv4;akkuLadung;akkuLadestand;solarleistung_pv1;netzeinspeisung;netzbezug;solarleistung_pv3;solarleistung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2026-03-21T00:00:00;0.0;0.0;0.0;0.0;268.0;0.0;0.0;202.0;0.0;0.0;202.0;0;0;0;0;202.0;202.0;202.0;0.0;268;268.0
2026-03-21T00:01:06.849388;0.0;0.0;0.0;0.0;268.0;0.0;0.0;205.0;0.0;0.0;205.0;0;0;0;0;0;205.0;0;205.0;268;268.0
2026-03-21T00:06:11.843027;0.0;0.0;0.0;0.0;268.0;0.0;0.0;209.0;0.0;0.0;209.0;0;0;0;0;0;209.0;0;209.0;268;268.0
2026-03-21T00:11:11.833103;0.0;0.0;0.0;0.0;268.0;0.0;0.0;201.0;0.0;0.0;201.0;0;0;0;0;0;201.0;0;201.0;268;268.0
2026-03-21T00:16:16.833849;0.0;0.0;0.0;0.0;268.0;0.0;0.0;235.0;0.0;0.0;235.0;0;0;0;0;0;235.0;0;235.0;268;268.0
2026-03-21T00:21:16.835421;0.0;0.0;0.0;0.0;268.0;0.0;0.0;203.0;0.0;0.0;203.0;0;0;0;0;0;203.0;0;203.0;268;268.0
2026-03-21T00:31:22.836257;0.0;0.0;0.0;0.0;268.0;0.0;0.0;218.0;0.0;0.0;218.0;0;0;0;0;0;218.0;0;218.0;268;268.0
2026-03-21T00:36:27.832071;0.0;0.0;0.0;0.0;268.0;0.0;0.0;214.0;0.0;0.0;214.0;0;0;0;0;0;214.0;0;214.0;268;268.0
2026-03-21T00:41:27.849094;0.0;0.0;0.0;0.0;268.0;0.0;0.0;202.0;0.0;0.0;202.0;0;0;0;0;0;202.0;0;202.0;268;268.0
2026-03-21T00:46:32.842196;0.0;0.0;0.0;0.0;268.0;0.0;0.0;186.0;0.0;0.0;186.0;0;0;0;0;0;186.0;0;186.0;268;268.0
2026-03-21T00:51:32.832134;0.0;0.0;0.0;0.0;268.0;0.0;0.0;181.0;0.0;0.0;181.0;0;0;0;0;0;181.0;0;181.0;268;268.0
2026-03-21T00:56:48.862535;0.0;0.0;0.0;0.0;268.0;0.0;0.0;178.0;0.0;0.0;178.0;0;0;0;0;0;178.0;0;178.0;268;268.0
2026-03-21T01:01:48.861145;0.0;0.0;0.0;0.0;268.0;0.0;0.0;180.0;0.0;0.0;180.0;0;0;0;0;0;180.0;0;180.0;268;268.0
2026-03-21T01:06:53.851862;0.0;0.0;0.0;0.0;268.0;0.0;0.0;204.0;0.0;0.0;204.0;0;0;0;0;0;204.0;0;204.0;268;268.0
2026-03-21T01:11:53.833757;0.0;0.0;0.0;0.0;268.0;0.0;0.0;221.0;0.0;0.0;221.0;0;0;0;0;0;221.0;0;221.0;268;268.0
